,TweetID,Text,CreatedOn,AuthorID,Name,Handler
30,1567069041348468736,"@Cloudflare Internet traffic in #Oman seems to be totally restored since 02:00 UTC, after a massive electricity outage.

It was a 16-hour disruption.

https://t.co/myBRIAF6p5 https://t.co/8uDJuKp94a",2022-09-06 08:35:48+00:00,1534723643598594049,alfred,macronewswire
31,1567067388998479873,"OETC has denied rumours about terminating its CEO following a major power outage in the country.
@oetcoman 
https://t.co/7LB8xoCpoS",2022-09-06 08:29:14+00:00,865624663841320960,Breaking Market News,breakingmkts
32,1567057526834733056,"The Authority for Public Services Regulation(APSR) said that electricity has been restored in all affected areas as of 2 am on Tuesday..
@apsr_om
 #Oman #OmanObserver
https://t.co/SnzxFWtUAz",2022-09-06 07:50:03+00:00,3295423333,First Squawk,FirstSquawk
33,1567053999098167296,"From homes to offices and airports to telecoms, the outage brought all work to a standstill in many parts of Oman.

https://t.co/5SZmVDEdTn",2022-09-06 07:36:02+00:00,1547832079055929345,Nationlogy,nationlogy
34,1567053818705203200,#oman: Power outage brings Oman to a standstill https://t.co/kTFF3kBGXb,2022-09-06 07:35:19+00:00,1094895866,Abeer Asif,AbeeerAsif
35,1567029083204116481,"Oman grinds to a halt https://t.co/5NBm1Cz2Av

#muscatdaily #dailynews #dailynewsoman #oman #omannews #newsinoman",2022-09-06 05:57:02+00:00,625712238,Farhan Sheikh,inform_farhan
36,1567025808341966849,@elonmusk As if you knew #oman had a blackout yesterday 😆,2022-09-06 05:44:01+00:00,500856204,Ricky Jha,JhaRicky
37,1567023564800364544,#oman: Power outage in Oman: Exams postponed https://t.co/KgQh9rwR70,2022-09-06 05:35:06+00:00,602680398,림/Рим🦌,Reemchu
38,1567022753760575488,"Only scheduled diploma examinations to be held today has been postponed
@EduGovOman 

https://t.co/j9EOLaNiXV",2022-09-06 05:31:53+00:00,1286001895430135808,🐍🥀❄️/🇴🇲🇵🇸سارة,SaraFangirl_Art
39,1567017699028377601,"Electricity has been restored in all affected areas of the Governorate of Muscat.
 Please contact  80070008 in the event of a power outage:@medc_oman",2022-09-06 05:11:47+00:00,65841824,BILAL 🎶,bilal1947
40,1567011100167753730,Oman: Schools hit by power outage closed today – Gulf Insider https://t.co/nLg4CRtmpS,2022-09-06 04:45:34+00:00,1529457957796294657,Inside Blogy,InsideBlogy
41,1567008679148355585,Power restored to all areas of Oman’s Muscat after blackout https://t.co/EGfjgwnJtG,2022-09-06 04:35:57+00:00,3017503502,‏﮼سالم ﮼🇴🇲﮼الشحي,shahi_salim
42,1567006925560111105,"Electricity has been restored in all affected areas of the Governorate of Muscat.
 Please contact  8007008 in the event of a power outage:@medc_oman https://t.co/RmFFxTummB",2022-09-06 04:28:59+00:00,2462893159,Bryan Jacob Daniel ,bryanjdan2
43,1567006527818551296,Power restored to all areas of Oman’s Muscat after blackout https://t.co/4sMdOUO2sy,2022-09-06 04:27:24+00:00,252541895,Merge 104.8,merge1048
44,1566996882781777922,"The second round of the General Education Diploma exams has been postponed.

https://t.co/iwlAEUzlkT",2022-09-06 03:49:04+00:00,24387932,Arjun,comradarjun
45,1566988210034589701,"The massive power blackout in Oman for the first time has given me so much anxiety for 12 hours ! 

Yes, my privileged ass needed to calm down worrying about my groceries in my fridge. I don’t know how people staying in other countries faced this for consecutive days!",2022-09-06 03:14:37+00:00,854920371333615618,Virgin Radio Oman,VirginRadioOman
46,1566973004583682050,"Thanks for the wake up call @medc_oman, survived the blackout and now I’m better prepared for the energy crisis 🥲👍 

#عمان_بلا_كهرباء",2022-09-06 02:14:11+00:00,1251048056218439680,🖤,MirrorCracking_
47,1566971421426868233,#oman: Oman launches probe into power outage https://t.co/N5UR0BwSrM,2022-09-06 02:07:54+00:00,20578408,Gulf News,gulf_news
48,1566966743620325377,#oman: Power supply fully restored after major outage in Oman: APSR https://t.co/2PTbICTKQa,2022-09-06 01:49:19+00:00,1401795303695556609,MIM NEWS,MIMNEWS3
49,1566964554487463942,"#TASBreaking| APSR confirmed that electricity services have been fully restored in all affected areas.

@apsr_om 
https://t.co/LdGWKKU24h",2022-09-06 01:40:37+00:00,84287152,kuriSu,SueMaameri
50,1566962760860450817,"APSR has confirmed that electricity services have been fully restored in all affected areas.
@apsr_om 

https://t.co/qYuhiJu5zn",2022-09-06 01:33:29+00:00,937732478826983424,Deccan News,Deccan_Cable
51,1566927045967609858,Power restored to all areas of Oman's Muscat after blackout https://t.co/Tc7q0Fx64N https://t.co/UevGCJbsPX,2022-09-05 23:11:34+00:00,597517815,Giovanni Staunovo🛢,staunovo
52,1566922607244582916,"The Authority has initiated an investigation to find out the reasons that led to this blackout and to avoid similar occurrences in the future
https://t.co/uCnRVRYAR9",2022-09-05 22:53:56+00:00,316315989,Gulf Insider,GulfInsider
53,1566921830853754881,"Oman's authorities announced that they have restored electricity to Muscat after a wide-scale blackout hit the capital city on Monday. Oman said they have begun an investigation into what caused this blackout. 

#Oman #Gulf",2022-09-05 22:50:51+00:00,1669770446,Mohit,MohitSPurohit
54,1566921801653014528,"Oman's authorities announced that they have restored electricity to Muscat after a wide-scale blackout hit the capital city on Monday. Oman said they have begun an investigation into what caused this blackout. 

#Oman #Gulf #CGTNAmerica",2022-09-05 22:50:44+00:00,427397762,Rachel Chew,RachelChew3
55,1566918231570497538,The return of electricity to all areas affected by the outage in the Oman capital Muscat https://t.co/bV5vsVuC5B,2022-09-05 22:36:32+00:00,1443813208243023874,UnderCuvr ButtLuvr,CovertButtLuvr
56,1566916168903966722,@SouthieFromSTW1 Oman and Egypt got power outage,2022-09-05 22:28:21+00:00,1374369911661756420,EyeonLebanon,EyeonLebanon
57,1566916131423649797,POWER RESTORED TO ALL AREAS AFFECTED BY THE BLACKOUT IN OMAN'S CAPITAL MUSCAT - STATEMENT,2022-09-05 22:28:12+00:00,73228608,Gulf Today,gulftoday
58,1566916128319967233,POWER RESTORED TO ALL AREAS AFFECTED BY THE BLACKOUT IN OMAN'S CAPITAL MUSCAT - STATEMENT,2022-09-05 22:28:11+00:00,971565296086429696,Cameron Sebastian,crsfinance
59,1566916106610425856,POWER RESTORED TO ALL AREAS AFFECTED BY THE BLACKOUT IN OMAN'S CAPITAL MUSCAT - STATEMENT,2022-09-05 22:28:06+00:00,966586032165736449,omanspire,omanspire
60,1566900853130379271,Massive blackout in Oman due to electricity outage affects daily life; here’s how authorities are dealing with it https://t.co/ukBrC8nQXd,2022-09-05 21:27:29+00:00,2542515349,Travel Watch,BCDtravelwatch
61,1566897080655925259,4+ hours without electricity. Alhamdulilah it has been restored in my area but a friend complained of power outage AGAIN. What is this behavior??  #Oman,2022-09-05 21:12:30+00:00,1087713155537616899,GCC Digital Money Investor,MoneyGcc
62,1566891584876060674,"#blackout in #Oman could be result of some cyber attack???
#OmanPowerFailure
#OmanBlackout",2022-09-05 20:50:39+00:00,41153308,Riskline,Riskline
63,1566890683432112129,"If you want to study the significant effects of a single point of failure or over-centralization of the systems, and how dependent we are in this age of technology that needs only two elements to self-sustain - #data and #electrici…https://t.co/ow47f7FVAy https://t.co/x2tUG7ewy8",2022-09-05 20:47:05+00:00,35685895,Hi FM Oman,hifmradio
64,1566889082525040642,not me going back to oman and there’s a power outage 😮‍💨,2022-09-05 20:40:43+00:00,1122095554413170688,Said.S. Abdullah,Zeus_606
65,1566886716786475009,"There was a blackout in Oman from the middle of the day till midnight and we needed to use candles but now we got electricity back.
So here is a pic that goes hard: https://t.co/J3Sd5BT79R",2022-09-05 20:31:19+00:00,1276177187322945541,Forbes Middle East,Forbes_MENA_
66,1566883350836662272,@a1XmHpEKI9aGlDY @medc_oman Al Khuwair 33 still power outage,2022-09-05 20:17:56+00:00,815297463695327234,NetBlocks,netblocks
67,1566882792277000192,"Tomorrow, schools in Oman will be closed due to a power outage https://t.co/Ee3v5Q6fXx",2022-09-05 20:15:43+00:00,1268648928,Dr.John Masawe ,Dr_masawe
68,1566878711160492035,"Fact:
A woman directing the traffic in Muscat during the electricity blackout today.

Proud of you.

#woman #انقطاع_الكهرباء #الكهرباء #يحدث_الآن #oman #traffic https://t.co/WtlLbKIKFH",2022-09-05 19:59:30+00:00,949434683028398080,Muhabarishaji News,Muhabarishaji
69,1566875659330265089,Power outage in #azaibah again. What's going on in #oman? 🙄,2022-09-05 19:47:22+00:00,3095645656,newsperplexed,newsperplexed
70,1566873388760666122,"Some schools suspended tomorrow due to power outage #Merge1048 #Oman

https://t.co/9u4VHf1DA6",2022-09-05 19:38:21+00:00,191881312,Alex Macheras,AlexInAir
71,1566872363190439937,"The Ministry of Education issued a statement suspending studies in schools affected by power outages in a number of wilayats of the Sultanate of Oman.... 
@apsr_om @EduGovOman 
 @medc_oman
https://t.co/axLsEOHeyL",2022-09-05 19:34:17+00:00,182761344,Av Aleksandr,abbaleksandr
72,1566872249323364352,Major power outage across Oman affected traffic signals – Gulf Insider https://t.co/KZxy5Q2N2E,2022-09-05 19:33:49+00:00,999864452,حسن کوزہ گر,formanite90
73,1566871482478870529,"@jillsdaniel This is the only official confirmation but raises a lot of questions. 

https://t.co/9ftYjOVbmN",2022-09-05 19:30:47+00:00,1842185833,Starcare Hospital,starcareoman
74,1566871242325610498,"Some schools will be closed tomorrow due to power outage #VirginRadioOmam #Oman

https://t.co/e5sC9XTgoD",2022-09-05 19:29:49+00:00,293551318,Saad,GoAwaySaad
75,1566867940791975936,"#MaghribMinute

1. Operations return to full capacity at Muscat International Airport

2. Cause of power outage in Oman identified. https://t.co/rgPGg8jrau",2022-09-05 19:16:42+00:00,433693086,Raja Hazriq Raja Radzalan,HazriqRj
76,1566865662781411328,"first time ever i experienced blackout in Oman😃 so weird no electricity for 6 hours. 

#يحدث_الآن",2022-09-05 19:07:39+00:00,60017224,The Peninsula Qatar,PeninsulaQatar
77,1566853240150687744,"The Ministry of Education announces the suspension of studies at schools affected by the power outage.

https://t.co/Sic5gmOjy2",2022-09-05 18:18:17+00:00,111859266,Omantel عمانتل,Omantel
78,1566852722577620994,"#TASBreaking | Both public and private schools in the country will be suspended due to the power outage, Ministry of Education said. 

@EduGovOman 

https://t.co/5H8xjVueCN",2022-09-05 18:16:14+00:00,1160506639046328321,PiQ ,PriapusIQ
79,1566848641444319235,"#Oman’s Muscat, other areas hit by power blackout 
 
Energy, telecommunications and aviation sectors affected  
 
https://t.co/9ydW6RhmVL",2022-09-05 18:00:01+00:00,1353189487354982401,طوابع ومقتنيات,OMcollectibles
80,1566839443998363648,#oman: Power outage brings Oman to a standstill https://t.co/EKIClx0qiX,2022-09-05 17:23:28+00:00,3233663023,بريد عمان,oman_post
81,1566831839997829123,Sudden power outage in areas of Oman including Muscat https://t.co/6dyFx7ukTz,2022-09-05 16:53:15+00:00,49317402,DeeG (Maria) 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,deegrose
82,1566830082492141570,"Oman was brought to a standstill on Monday by an unprecedented power blackout. Electricity services have been restored in large parts of the country after more than five hours of outage.

#poweroutage #blackout #tastv https://t.co/r8BGmXj5BP",2022-09-05 16:46:16+00:00,800970574684160000,Amena Bakr,Amena__Bakr
83,1566826001161949185,"Two omani aspiring electricians 
The trailer xD 
Discussing a way to keep the light 

(A meme .. all right reserved to the original makers of the game) 

#oman #blackout #kingdommemes https://t.co/kmx40Or2aY",2022-09-05 16:30:03+00:00,533910852,Fact Of LIFE,bz4u4
84,1566822430110277633,"Muscat: In a rare incident in a Gulf country, the Sultanate of Oman was hit on Monday by a sudden power outage that affected the capital, Muscat. The Omani Public Services Regulatory Authority announced a power outage in several regions of the Sultanate, stressing that work is un https://t.co/AQSaDKm48B",2022-09-05 16:15:52+00:00,30701862,Shehzad Younis,shehzadyounis
85,1566810639946981376,Major power outage affects #Oman's refining complex #oott https://t.co/cXpnByq5w4,2022-09-05 15:29:01+00:00,62347531,Shuja Ahmed Ch.,iShujaAhmedCh
86,1566807291923517441,"Power outage: Here is the latest update on restoration of supply

https://t.co/ruLY8l0Q19",2022-09-05 15:15:42+00:00,18860860,Khaleej Times,khaleejtimes
87,1566804526115454976,Major power outage across Oman affected traffic signals https://t.co/XBYDTHVigW,2022-09-05 15:04:43+00:00,22240612,Al Arabiya English,AlArabiya_Eng
88,1566800674901282816,"#Oman: Electrical grid problems cut power to parts of Oman on September 05. The Oman Electricity Transmission Company is handling the partial blackout and the electricity is expected to be restored gradually. Oman's capital #Muscat, and other areas are affected. #MiddleEast",2022-09-05 14:49:25+00:00,69172612,Arab News,arabnews
89,1566800124742868993,"Health Institutions not affected by power outage in Oman: @OmaniMOH 
https://t.co/azNhskr0ez",2022-09-05 14:47:14+00:00,1359755162101952512,Arab News | Business,ArabNewsBiz
90,1566799597355294720,"The APSR says electricity is back in several other areas.

@apsr_om 

https://t.co/DnxXhg8iv1",2022-09-05 14:45:08+00:00,1116383242859556870,Fing Internet Alert,outagedetect
91,1566798902447185920,"#oman: Power outage in Oman: Now, Nama forced to dismiss rumours https://t.co/f7JeFlenLC",2022-09-05 14:42:22+00:00,15872861,Stayka NFT🚚🇨🇭,StaykaNft
92,1566798805948841986,Oman announces the return of large parts of the electricity to the main network and that it continues to work to speed up the restoration of electricity to the rest of the areas affected by the outage that occurred today  #Oman #Poweroutage https://t.co/QQsDhHr2fB,2022-09-05 14:41:59+00:00,1360825520657731587,*seven,sevenloI
93,1566796905778237441,#oman: Power outage in Oman: Supply restored in Muscat area https://t.co/YWsaD4P5uw,2022-09-05 14:34:26+00:00,385282961,وكالة الأنباء العمانية,OmanNewsAgency
94,1566795838713626628,"This THE maddest day ever!!! Five hours without power. No AC is a killer, very worried about people who don’t have much money as their food will be perishing in the fridges… Diabetics who’s insulin is getting too hot! #oman #blackout",2022-09-05 14:30:12+00:00,231753973,Pardinus Lynx,Pardinus_Lynx
95,1566795350203142145,My sister that lives in Oman has no power because Oman's electric grid had a massive failure. Most of the parents of her class (1st grade) immediately just picked their kids up from school due to the power outage(?). So she ended with a class size of 4 and no power lmao,2022-09-05 14:28:15+00:00,1210974667202150400,Sid,singintherainn
96,1566795170623930371,"Oman Airports issues statement on Power Outage

https://t.co/qgIZTbJA2Q",2022-09-05 14:27:32+00:00,348347946,Terence Pereira,terencedesigner
97,1566794948917497857,"Oman's Muscat hit by power blackout, Authority of Public Services Regulation says https://t.co/5mwmaqwYI6 #MEMO #Lebanon",2022-09-05 14:26:40+00:00,1225632923040153607,Vivek Bhaskar,drvivekbhaskar
98,1566794759267557376,"Electrical grid problems cut power to parts of Oman on Monday, authorities said. The state-run Oman News Agency announced the power cuts, describing the outage as a 'partial blackout' https://t.co/YmmqJRw0dw",2022-09-05 14:25:54+00:00,552653225,إيمان صالح الصلتي,iman_alsalti
99,1566790455844552708,Major power outage affects Oman's refining complex: https://t.co/w6qxKvo27s,2022-09-05 14:08:48+00:00,3006179599,هيئة تنظيم الخدمات العامة,apsr_om
100,1566790123072720896,"🔴 Viral :

Number of citizens directing the traffic in different regions of Oman during the electricity blackout this afternoon.
.
#الكهرباء #عمان_عظيمة_بشعبها #عُمان #omanspire #انقطاع_الكهرباء https://t.co/45od9hKl6B",2022-09-05 14:07:29+00:00,273553671,sandeep kumar,sandybaabu
101,1566786863192481793,Oman: Nationwide power outage expected to affect operations at Muscat International Airport,2022-09-05 13:54:32+00:00,3836907329,Arfan Majeed Mughal,arfanmajeed71
102,1566786338673795072,"The group plans to set up risk management strategies and ways to to avoid such problems in future.

@group_nama 

https://t.co/xvvFfFd6AQ",2022-09-05 13:52:27+00:00,1423590984051531778,hibye123,HassnaHibye123
103,1566786184222760960,Power is out all around me for the last 6 hours. Maybe H was right 🤔! 😂🤣😂🤣😂Cause of power outage in Oman identified https://t.co/6lQS33Wcmo,2022-09-05 13:51:50+00:00,1499657176830332928,Sushanth,SushanthMN
104,1566785548563451906,"🔴Viral :
A woman directing the traffic in Muscat during the electricity blackout this afternoon  
.
#woman #انقطاع_الكهرباء #الكهرباء #يحدث_الآن #oman #traffic https://t.co/4TZHPyePiL",2022-09-05 13:49:18+00:00,19960217,Yusra | يُسرى بِنْت سالم,Shulab
105,1566784013154533376,🇴🇲 OMAN: Power outage reported at Muscat International Airport - Update | https://t.co/LJf8OxFmpl,2022-09-05 13:43:12+00:00,2371490480,سليمان الحارثي,AlharthySulei
106,1566782300666437633,Many places across Oman are starting to regain power after a #blackout!,2022-09-05 13:36:24+00:00,152657470,El Jay 🦁,VolimyaNervosa
